Date Time,Date Time(RAW),Traffic Total (volume),Traffic Total (volume)(RAW),Traffic Total (speed),Traffic Total (speed)(RAW),Traffic In (volume),Traffic In (volume)(RAW),Traffic In (speed),Traffic In (speed)(RAW),Traffic Out (volume),Traffic Out (volume)(RAW),Traffic Out (speed),Traffic Out (speed)(RAW),Downtime,Downtime(RAW),Coverage,Coverage(RAW)
5/27/2025 7:00:00 PM - 8:00:00 PM,45804.75,"297,737,725 KByte",3.05E+11,"677,568 kbit/s",84695958.74,"28,503,549 KByte",29187634658,"64,866 kbit/s",8108261.891,"269,234,176 KByte",2.76E+11,"612,702 kbit/s",76587696.85,0%,0,100%,9999
5/27/2025 8:00:00 PM - 9:00:00 PM,45804.79167,"338,966,076 KByte",3.47E+11,"771,394 kbit/s",96424249.07,"30,538,781 KByte",31271711240,"69,498 kbit/s",8687237.999,"308,427,296 KByte",3.16E+11,"701,896 kbit/s",87737011.07,0%,0,100%,9999
5/27/2025 9:00:00 PM - 10:00:00 PM,45804.83333,"387,856,544 KByte",3.97E+11,"882,638 kbit/s",110329768.5,"33,734,325 KByte",34543948916,"76,769 kbit/s",9596074.481,"354,122,219 KByte",3.63E+11,"805,870 kbit/s",100733694,0%,0,100%,9999
5/27/2025 10:00:00 PM - 11:00:00 PM,45804.875,"379,688,821 KByte",3.89E+11,"864,049 kbit/s",108006076.1,"31,795,320 KByte",32558407275,"72,356 kbit/s",9044479.369,"347,893,502 KByte",3.56E+11,"791,693 kbit/s",98961596.76,0%,0,100%,9999
5/27/2025 11:00:00 PM - 12:00:00 AM,45804.91667,"381,198,012 KByte",3.90E+11,"867,485 kbit/s",108435680.8,"32,302,165 KByte",33077416990,"73,509 kbit/s",9188681.869,"348,895,847 KByte",3.57E+11,"793,976 kbit/s",99246998.96,0%,0,100%,9999
5/28/2025 12:00:00 AM - 1:00:00 AM,45804.95833,"353,159,590 KByte",3.62E+11,"803,679 kbit/s",100459864.4,"29,814,267 KByte",30529809038,"67,848 kbit/s",8480973.676,"323,345,323 KByte",3.31E+11,"735,831 kbit/s",91978890.71,0%,0,100%,9999
5/28/2025 1:00:00 AM - 2:00:00 AM,45805,"326,989,508 KByte",3.35E+11,"744,130 kbit/s",93016291.57,"25,456,395 KByte",26067348765,"57,931 kbit/s",7241392.857,"301,533,112 KByte",3.09E+11,"686,199 kbit/s",85774898.71,0%,0,100%,9999
5/28/2025 2:00:00 AM - 3:00:00 AM,45805.04167,"271,926,717 KByte",2.78E+11,"618,822 kbit/s",77352771.08,"23,940,202 KByte",24514766484,"54,481 kbit/s",6810073.528,"247,986,515 KByte",2.54E+11,"564,342 kbit/s",70542697.55,0%,0,100%,9999
5/28/2025 3:00:00 AM - 4:00:00 AM,45805.08333,"197,464,849 KByte",2.02E+11,"449,370 kbit/s",56171211.95,"18,988,765 KByte",19444495702,"43,213 kbit/s",5401578.903,"178,476,084 KByte",1.83E+11,"406,157 kbit/s",50769633.05,0%,0,100%,9999
5/28/2025 4:00:00 AM - 5:00:00 AM,45805.125,"141,551,633 KByte",1.45E+11,"322,127 kbit/s",40265924.5,"15,184,997 KByte",15549436831,"34,556 kbit/s",4319539.982,"126,366,636 KByte",1.29E+11,"287,571 kbit/s",35946384.52,0%,0,100%,9999
5/28/2025 5:00:00 AM - 6:00:00 AM,45805.16667,"131,654,403 KByte",1.35E+11,"299,604 kbit/s",37450548.16,"14,331,599 KByte",14675557486,"32,614 kbit/s",4076781.558,"117,322,804 KByte",1.20E+11,"266,990 kbit/s",33373766.6,0%,0,100%,9999
5/28/2025 6:00:00 AM - 7:00:00 AM,45805.20833,"120,661,912 KByte",1.24E+11,"274,588 kbit/s",34323517.33,"12,862,521 KByte",13171221936,"29,271 kbit/s",3658876.031,"107,799,390 KByte",1.10E+11,"245,317 kbit/s",30664641.3,0%,0,100%,9999
5/28/2025 7:00:00 AM - 8:00:00 AM,45805.25,"140,967,409 KByte",1.44E+11,"320,799 kbit/s",40099846.77,"14,512,460 KByte",14860759332,"33,026 kbit/s",4128240.985,"126,454,948 KByte",1.29E+11,"287,773 kbit/s",35971605.78,0%,0,100%,9999
5/28/2025 8:00:00 AM - 9:00:00 AM,45805.29167,"172,520,607 KByte",1.77E+11,"392,612 kbit/s",49076481.5,"15,691,696 KByte",16068296739,"35,710 kbit/s",4463775.343,"156,828,911 KByte",1.61E+11,"356,902 kbit/s",44612706.16,0%,0,100%,9999
5/28/2025 9:00:00 AM - 10:00:00 AM,45805.33333,"206,252,246 KByte",2.11E+11,"469,367 kbit/s",58670890.88,"16,206,095 KByte",16595040832,"36,880 kbit/s",4610015.288,"190,046,151 KByte",1.95E+11,"432,487 kbit/s",54060875.59,0%,0,100%,9999
5/28/2025 10:00:00 AM - 11:00:00 AM,45805.375,"231,223,509 KByte",2.37E+11,"526,197 kbit/s",65774627.42,"18,381,723 KByte",18822884181,"41,831 kbit/s",5228927.534,"212,841,786 KByte",2.18E+11,"484,366 kbit/s",60545699.89,0%,0,100%,9999
5/28/2025 11:00:00 AM - 12:00:00 PM,45805.41667,"269,531,654 KByte",2.76E+11,"613,375 kbit/s",76671893.09,"22,278,825 KByte",22813516989,"50,700 kbit/s",6337510.553,"247,252,829 KByte",2.53E+11,"562,675 kbit/s",70334382.54,0%,0,100%,9999
5/28/2025 12:00:00 PM - 1:00:00 PM,45805.45833,"318,220,893 KByte",3.26E+11,"724,178 kbit/s",90522199.85,"26,621,619 KByte",27260537630,"60,583 kbit/s",7572876.422,"291,599,274 KByte",2.99E+11,"663,595 kbit/s",82949323.42,0%,0,100%,9999
5/28/2025 1:00:00 PM - 2:00:00 PM,45805.5,"343,691,639 KByte",3.52E+11,"782,146 kbit/s",97768238.22,"29,820,585 KByte",30536278563,"67,863 kbit/s",8482912.256,"313,871,054 KByte",3.21E+11,"714,283 kbit/s",89285325.96,0%,0,100%,9999
5/28/2025 2:00:00 PM - 3:00:00 PM,45805.54167,"373,111,220 KByte",3.82E+11,"849,094 kbit/s",106136784.2,"31,255,155 KByte",32005278906,"71,128 kbit/s",8890972.68,"341,856,065 KByte",3.50E+11,"777,966 kbit/s",97245811.55,0%,0,100%,9999
5/28/2025 3:00:00 PM - 4:00:00 PM,45805.58333,"375,989,004 KByte",3.85E+11,"855,646 kbit/s",106955707.9,"30,970,438 KByte",31713728220,"70,480 kbit/s",8810005.228,"345,018,566 KByte",3.53E+11,"785,166 kbit/s",98145702.68,0%,0,100%,9999
5/28/2025 4:00:00 PM - 5:00:00 PM,45805.625,"370,147,410 KByte",3.79E+11,"842,357 kbit/s",105294563.8,"34,223,988 KByte",35045363623,"77,885 kbit/s",9735580.44,"335,923,422 KByte",3.44E+11,"764,472 kbit/s",95558983.4,0%,0,100%,9999
5/28/2025 5:00:00 PM - 6:00:00 PM,45805.66667,"319,952,252 KByte",3.28E+11,"728,116 kbit/s",91014455.25,"32,877,194 KByte",33666246810,"74,819 kbit/s",9352332.735,"287,075,057 KByte",2.94E+11,"653,297 kbit/s",81662122.52,0%,0,100%,9999
5/28/2025 6:00:00 PM - 7:00:00 PM,45805.70833,"308,570,626 KByte",3.16E+11,"702,216 kbit/s",87777051.98,"33,713,334 KByte",34522453929,"76,722 kbit/s",9590209.883,"274,857,292 KByte",2.81E+11,"625,495 kbit/s",78186842.1,0%,0,100%,9999
5/28/2025 7:00:00 PM - 8:00:00 PM,45805.75,"301,596,265 KByte",3.09E+11,"686,345 kbit/s",85793101.56,"35,643,955 KByte",36499410070,"81,115 kbit/s",10139400.98,"265,952,310 KByte",2.72E+11,"605,230 kbit/s",75653700.58,0%,0,100%,9999
5/28/2025 8:00:00 PM - 9:00:00 PM,45805.79167,"329,255,440 KByte",3.37E+11,"749,289 kbit/s",93661124.79,"36,827,588 KByte",37711450536,"83,809 kbit/s",10476101.33,"292,427,852 KByte",2.99E+11,"665,480 kbit/s",83185023.46,0%,0,100%,9999
5/28/2025 9:00:00 PM - 10:00:00 PM,45805.83333,"384,677,169 KByte",3.94E+11,"875,410 kbit/s",109426274.8,"40,265,925 KByte",41232306704,"91,633 kbit/s",11454150.32,"344,411,244 KByte",3.53E+11,"783,777 kbit/s",97972124.43,0%,0,100%,9999
5/28/2025 10:00:00 PM - 11:00:00 PM,45805.875,"385,457,469 KByte",3.95E+11,"877,193 kbit/s",109649154.8,"39,718,856 KByte",40672108422,"90,389 kbit/s",11298623.91,"345,738,613 KByte",3.54E+11,"786,804 kbit/s",98350530.89,0%,0,100%,9999
5/28/2025 11:00:00 PM - 12:00:00 AM,45805.91667,"400,378,587 KByte",4.10E+11,"911,144 kbit/s",113893057.7,"39,490,422 KByte",40438192244,"89,869 kbit/s",11233580.08,"360,888,165 KByte",3.70E+11,"821,276 kbit/s",102659477.6,0%,0,100%,9999
5/29/2025 12:00:00 AM - 1:00:00 AM,45805.95833,"396,057,161 KByte",4.06E+11,"901,323 kbit/s",112665334.9,"37,787,204 KByte",38694096441,"85,994 kbit/s",10749226.03,"358,269,957 KByte",3.67E+11,"815,329 kbit/s",101916108.9,0%,0,100%,9999
5/29/2025 1:00:00 AM - 2:00:00 AM,45806,"359,694,604 KByte",3.68E+11,"818,564 kbit/s",102320521.7,"36,311,262 KByte",37182732301,"82,634 kbit/s",10329282.75,"323,383,342 KByte",3.31E+11,"735,930 kbit/s",91991238.91,0%,0,100%,9999
5/29/2025 2:00:00 AM - 3:00:00 AM,45806.04167,"295,110,938 KByte",3.02E+11,"671,584 kbit/s",83948030.15,"33,960,660 KByte",34775715582,"77,284 kbit/s",9660538.196,"261,150,278 KByte",2.67E+11,"594,300 kbit/s",74287491.96,0%,0,100%,9999
5/29/2025 3:00:00 AM - 4:00:00 AM,45806.08333,"206,552,931 KByte",2.12E+11,"470,053 kbit/s",58756587.65,"26,651,142 KByte",27290769436,"60,650 kbit/s",7581253.646,"179,901,789 KByte",1.84E+11,"409,403 kbit/s",51175334.01,0%,0,100%,9999
5/29/2025 4:00:00 AM - 5:00:00 AM,45806.125,"123,113,233 KByte",1.26E+11,"280,170 kbit/s",35021209.78,"23,804,027 KByte",24375323865,"54,171 kbit/s",6771374.721,"99,309,205 KByte",1.02E+11,"225,999 kbit/s",28249835.06,0%,0,100%,9999
5/29/2025 5:00:00 AM - 6:00:00 AM,45806.16667,"125,834,451 KByte",1.29E+11,"286,362 kbit/s",35795296.96,"22,421,917 KByte",22960042890,"51,026 kbit/s",6378214.906,"103,412,534 KByte",1.06E+11,"235,337 kbit/s",29417082.06,0%,0,100%,9999
5/29/2025 6:00:00 AM - 7:00:00 AM,45806.20833,"122,887,250 KByte",1.26E+11,"279,652 kbit/s",34956440.59,"22,229,582 KByte",22763091665,"50,587 kbit/s",6323414.754,"100,657,669 KByte",1.03E+11,"229,064 kbit/s",28633025.83,0%,0,100%,9999
5/29/2025 7:00:00 AM - 8:00:00 AM,45806.25,"149,038,843 KByte",1.53E+11,"339,165 kbit/s",42395626.34,"23,127,104 KByte",23682154248,"52,630 kbit/s",6578741.666,"125,911,740 KByte",1.29E+11,"286,535 kbit/s",35816884.68,0%,0,100%,9999
5/29/2025 8:00:00 AM - 9:00:00 AM,45806.29167,"162,567,893 KByte",1.66E+11,"369,960 kbit/s",46245002.27,"22,709,923 KByte",23254960791,"51,682 kbit/s",6460195.846,"139,857,970 KByte",1.43E+11,"318,278 kbit/s",39784806.42,0%,0,100%,9999
5/29/2025 9:00:00 AM - 10:00:00 AM,45806.33333,"201,017,425 KByte",2.06E+11,"457,453 kbit/s",57181625.42,"23,918,697 KByte",24492745344,"54,431 kbit/s",6803937.27,"177,098,729 KByte",1.81E+11,"403,022 kbit/s",50377688.15,0%,0,100%,9999
5/29/2025 10:00:00 AM - 11:00:00 AM,45806.375,"231,009,000 KByte",2.37E+11,"525,707 kbit/s",65713424.92,"24,746,346 KByte",25340258766,"56,315 kbit/s",7039410.508,"206,262,653 KByte",2.11E+11,"469,392 kbit/s",58674014.41,0%,0,100%,9999
5/29/2025 11:00:00 AM - 12:00:00 PM,45806.41667,"271,334,138 KByte",2.78E+11,"617,477 kbit/s",77184633.83,"30,270,926 KByte",30997427768,"68,888 kbit/s",8610970.667,"241,063,213 KByte",2.47E+11,"548,589 kbit/s",68573663.16,0%,0,100%,9999
5/29/2025 12:00:00 PM - 1:00:00 PM,45806.45833,"334,137,774 KByte",3.42E+11,"760,402 kbit/s",95050234.09,"33,930,411 KByte",34744740442,"77,216 kbit/s",9651987.066,"300,207,363 KByte",3.07E+11,"683,186 kbit/s",85398247.03,0%,0,100%,9999
5/29/2025 1:00:00 PM - 2:00:00 PM,45806.5,"347,700,578 KByte",3.56E+11,"791,269 kbit/s",98908641.09,"35,214,595 KByte",36059745731,"80,139 kbit/s",10017319.51,"312,485,982 KByte",3.20E+11,"711,131 kbit/s",88891321.58,0%,0,100%,9999
5/29/2025 2:00:00 PM - 3:00:00 PM,45806.54167,"378,553,569 KByte",3.88E+11,"861,480 kbit/s",107684937.8,"36,520,980 KByte",37397483850,"83,111 kbit/s",10388911.41,"342,032,589 KByte",3.50E+11,"778,368 kbit/s",97296026.39,0%,0,100%,9999
5/29/2025 3:00:00 PM - 4:00:00 PM,45806.58333,"383,602,693 KByte",3.93E+11,"872,972 kbit/s",109121535.8,"35,219,453 KByte",36064720177,"80,150 kbit/s",10018701.4,"348,383,239 KByte",3.57E+11,"792,823 kbit/s",99102834.37,0%,0,100%,9999
5/29/2025 4:00:00 PM - 5:00:00 PM,45806.625,"378,070,105 KByte",3.87E+11,"860,382 kbit/s",107547708.3,"35,568,053 KByte",36421686712,"80,943 kbit/s",10117865.93,"342,502,051 KByte",3.51E+11,"779,439 kbit/s",97429842.32,0%,0,100%,9999
5/29/2025 5:00:00 PM - 6:00:00 PM,45806.66667,"337,463,071 KByte",3.46E+11,"767,971 kbit/s",95996428.9,"36,065,625 KByte",36931200421,"82,075 kbit/s",10259407.74,"301,397,446 KByte",3.09E+11,"685,896 kbit/s",85737021.15,0%,0,100%,9999
5/29/2025 6:00:00 PM - 7:00:00 PM,45806.70833,"310,400,997 KByte",3.18E+11,"706,372 kbit/s",88296499.26,"35,182,242 KByte",36026615966,"80,063 kbit/s",10007921.52,"275,218,755 KByte",2.82E+11,"626,309 kbit/s",78288577.74,0%,0,100%,9999
5/29/2025 7:00:00 PM - 8:00:00 PM,45806.75,"304,859,483 KByte",3.12E+11,"693,771 kbit/s",86721367.81,"32,296,076 KByte",33071181332,"73,496 kbit/s",9187051.729,"272,563,408 KByte",2.79E+11,"620,275 kbit/s",77534316.08,0%,0,100%,9999
5/29/2025 8:00:00 PM - 9:00:00 PM,45806.79167,"319,248,230 KByte",3.27E+11,"726,518 kbit/s",90814692.05,"35,073,668 KByte",35915436513,"79,818 kbit/s",9977203.004,"284,174,562 KByte",2.91E+11,"646,700 kbit/s",80837489.05,0%,0,100%,9999
5/29/2025 9:00:00 PM - 10:00:00 PM,45806.83333,"389,554,878 KByte",3.99E+11,"886,518 kbit/s",110814724.1,"40,488,624 KByte",41460351117,"92,141 kbit/s",11517596.03,"349,066,254 KByte",3.57E+11,"794,377 kbit/s",99297128.03,0%,0,100%,9999
5/29/2025 10:00:00 PM - 11:00:00 PM,45806.875,"359,875,597 KByte",3.69E+11,"818,962 kbit/s",102370301.4,"39,249,121 KByte",40191100131,"89,319 kbit/s",11164814.75,"320,626,475 KByte",3.28E+11,"729,644 kbit/s",91205486.61,0%,0,100%,9999
5/29/2025 11:00:00 PM - 12:00:00 AM,45806.91667,"394,611,201 KByte",4.04E+11,"898,017 kbit/s",112252135.6,"42,354,379 KByte",43370883647,"96,386 kbit/s",12048237.43,"352,256,823 KByte",3.61E+11,"801,631 kbit/s",100203898.2,0%,0,100%,9999
5/30/2025 12:00:00 AM - 1:00:00 AM,45806.95833,"383,465,912 KByte",3.93E+11,"872,659 kbit/s",109082323.5,"41,558,658 KByte",42556066015,"94,576 kbit/s",11821950.42,"341,907,254 KByte",3.50E+11,"778,083 kbit/s",97260373.06,0%,0,100%,9999
5/30/2025 1:00:00 AM - 2:00:00 AM,45807,"348,587,479 KByte",3.57E+11,"793,283 kbit/s",99160382.62,"38,074,169 KByte",38987949193,"86,646 kbit/s",10830707.93,"310,513,310 KByte",3.18E+11,"706,637 kbit/s",88329674.69,0%,0,100%,9999
5/30/2025 2:00:00 AM - 3:00:00 AM,45807.04167,"310,388,307 KByte",3.18E+11,"706,345 kbit/s",88293134.64,"34,620,069 KByte",35450950884,"78,784 kbit/s",9848033.47,"275,768,237 KByte",2.82E+11,"627,561 kbit/s",78445101.17,0%,0,100%,9999
5/30/2025 3:00:00 AM - 4:00:00 AM,45807.08333,"224,328,065 KByte",2.30E+11,"510,506 kbit/s",63813303.39,"31,766,318 KByte",32528709750,"72,291 kbit/s",9036380.235,"192,561,747 KByte",1.97E+11,"438,215 kbit/s",54776923.16,0%,0,100%,9999
5/30/2025 4:00:00 AM - 5:00:00 AM,45807.125,"153,605,015 KByte",1.57E+11,"349,555 kbit/s",43694399.12,"28,135,164 KByte",28810407719,"64,027 kbit/s",8003313.43,"125,469,851 KByte",1.28E+11,"285,529 kbit/s",35691085.69,0%,0,100%,9999
5/30/2025 5:00:00 AM - 6:00:00 AM,45807.16667,"141,785,511 KByte",1.45E+11,"322,659 kbit/s",40332341.58,"24,088,688 KByte",24666816957,"54,818 kbit/s",6852274.281,"117,696,823 KByte",1.21E+11,"267,841 kbit/s",33480067.3,0%,0,100%,9999
5/30/2025 6:00:00 AM - 7:00:00 AM,45807.20833,"114,782,402 KByte",1.18E+11,"261,211 kbit/s",32651393.24,"21,385,921 KByte",21899182864,"48,668 kbit/s",6083511.919,"93,396,481 KByte",95637996468,"212,543 kbit/s",26567881.32,0%,0,100%,9999
5/30/2025 7:00:00 AM - 8:00:00 AM,45807.25,"129,064,204 KByte",1.32E+11,"293,713 kbit/s",36714145.53,"22,509,068 KByte",23049285447,"51,224 kbit/s",6403023.945,"106,555,137 KByte",1.09E+11,"242,489 kbit/s",30311121.59,0%,0,100%,9999
5/30/2025 8:00:00 AM - 9:00:00 AM,45807.29167,"156,508,416 KByte",1.60E+11,"356,163 kbit/s",44520422.91,"22,048,461 KByte",22577624537,"50,175 kbit/s",6271910.811,"134,459,955 KByte",1.38E+11,"305,988 kbit/s",38248512.1,0%,0,100%,9999
5/30/2025 9:00:00 AM - 10:00:00 AM,45807.33333,"212,690,499 KByte",2.18E+11,"484,021 kbit/s",60502664.45,"24,888,806 KByte",25486137390,"56,640 kbit/s",7079954.605,"187,801,693 KByte",1.92E+11,"427,382 kbit/s",53422709.84,0%,0,100%,9999
5/30/2025 10:00:00 AM - 11:00:00 AM,45807.375,"282,832,540 KByte",2.90E+11,"643,640 kbit/s",80455061.32,"30,143,973 KByte",30867427905,"68,598 kbit/s",8574809.545,"252,688,567 KByte",2.59E+11,"575,042 kbit/s",71880251.78,0%,0,100%,9999
5/30/2025 11:00:00 AM - 12:00:00 PM,45807.41667,"322,465,708 KByte",3.30E+11,"733,836 kbit/s",91729439.65,"33,796,419 KByte",34607533480,"76,911 kbit/s",9613817.961,"288,669,289 KByte",2.96E+11,"656,925 kbit/s",82115621.69,0%,0,100%,9999
5/30/2025 12:00:00 PM - 1:00:00 PM,45807.45833,"353,071,939 KByte",3.62E+11,"803,482 kbit/s",100435210.3,"36,842,255 KByte",37726468815,"83,841 kbit/s",10480186.02,"316,229,685 KByte",3.24E+11,"719,640 kbit/s",89955024.3,0%,0,100%,9999
5/30/2025 1:00:00 PM - 2:00:00 PM,45807.5,"343,424,564 KByte",3.52E+11,"781,536 kbit/s",97691993.59,"37,845,150 KByte",38753433759,"86,125 kbit/s",10765590.32,"305,579,414 KByte",3.13E+11,"695,411 kbit/s",86926403.27,0%,0,100%,9999
5/30/2025 2:00:00 PM - 3:00:00 PM,45807.54167,"404,561,342 KByte",4.14E+11,"920,663 kbit/s",115082898.3,"39,785,669 KByte",40740524918,"90,541 kbit/s",11317566.98,"364,775,673 KByte",3.74E+11,"830,123 kbit/s",103765331.3,0%,0,100%,9999
5/30/2025 3:00:00 PM - 4:00:00 PM,45807.58333,"391,195,926 KByte",4.01E+11,"890,242 kbit/s",111280308.2,"40,225,073 KByte",41190474599,"91,540 kbit/s",11442497.76,"350,970,853 KByte",3.59E+11,"798,702 kbit/s",99837810.48,0%,0,100%,9999
5/30/2025 4:00:00 PM - 5:00:00 PM,45807.625,"367,843,954 KByte",3.77E+11,"837,110 kbit/s",104638726.4,"38,059,913 KByte",38973350522,"86,614 kbit/s",10826712.63,"329,784,042 KByte",3.38E+11,"750,496 kbit/s",93812013.8,0%,0,100%,9999
5/30/2025 5:00:00 PM - 6:00:00 PM,45807.66667,"347,157,809 KByte",3.55E+11,"790,036 kbit/s",98754516.7,"41,212,217 KByte",42201309724,"93,788 kbit/s",11723465.29,"305,945,592 KByte",3.13E+11,"696,248 kbit/s",87031051.41,0%,0,100%,9999
5/30/2025 6:00:00 PM - 7:00:00 PM,45807.70833,"321,642,276 KByte",3.29E+11,"731,968 kbit/s",91495966.5,"37,267,590 KByte",38162012130,"84,811 kbit/s",10601324.58,"284,374,686 KByte",2.91E+11,"647,157 kbit/s",80894641.92,0%,0,100%,9999
5/30/2025 7:00:00 PM - 8:00:00 PM,45807.75,"321,657,227 KByte",3.29E+11,"731,994 kbit/s",91499202.9,"36,054,858 KByte",36920174577,"82,050 kbit/s",10256230.82,"285,602,369 KByte",2.92E+11,"649,944 kbit/s",81242972.08,0%,0,100%,9999
5/30/2025 8:00:00 PM - 9:00:00 PM,45807.79167,"364,183,717 KByte",3.73E+11,"828,773 kbit/s",103596653.7,"40,876,234 KByte",41857263245,"93,022 kbit/s",11627760.45,"323,307,483 KByte",3.31E+11,"735,751 kbit/s",91968893.23,0%,0,100%,9999
5/30/2025 9:00:00 PM - 10:00:00 PM,45807.83333,"415,603,039 KByte",4.26E+11,"945,788 kbit/s",118223528.7,"43,362,916 KByte",44403626178,"98,681 kbit/s",12335128.68,"372,240,123 KByte",3.81E+11,"847,107 kbit/s",105888400,0%,0,100%,9999
5/30/2025 10:00:00 PM - 11:00:00 PM,45807.875,"405,442,643 KByte",4.15E+11,"922,666 kbit/s",115333275.8,"41,035,006 KByte",42019845748,"93,383 kbit/s",11672925.14,"364,407,637 KByte",3.73E+11,"829,283 kbit/s",103660350.6,0%,0,100%,9999
5/30/2025 11:00:00 PM - 12:00:00 AM,45807.91667,"419,751,520 KByte",4.30E+11,"955,226 kbit/s",119403284.7,"38,676,225 KByte",39604454790,"88,015 kbit/s",11001909.78,"381,075,294 KByte",3.90E+11,"867,211 kbit/s",108401375,0%,0,100%,9999
5/31/2025 12:00:00 AM - 1:00:00 AM,45807.95833,"409,775,920 KByte",4.20E+11,"932,520 kbit/s",116564959.8,"40,661,328 KByte",41637200062,"92,532 kbit/s",11566531.49,"369,114,592 KByte",3.78E+11,"839,987 kbit/s",104998428.3,0%,0,100%,9999
5/31/2025 1:00:00 AM - 2:00:00 AM,45808,"393,881,589 KByte",4.03E+11,"896,349 kbit/s",112043654.4,"40,506,833 KByte",41478996560,"92,181 kbit/s",11522583.63,"353,374,756 KByte",3.62E+11,"804,169 kbit/s",100521070.7,0%,0,100%,9999
5/31/2025 2:00:00 AM - 3:00:00 AM,45808.04167,"323,643,372 KByte",3.31E+11,"736,518 kbit/s",92064696.75,"34,015,931 KByte",34832313105,"77,410 kbit/s",9676287.615,"289,627,441 KByte",2.97E+11,"659,107 kbit/s",82388409.13,0%,0,100%,9999
5/31/2025 3:00:00 AM - 4:00:00 AM,45808.08333,"215,456,294 KByte",2.21E+11,"490,314 kbit/s",61289261.63,"28,546,218 KByte",29231326895,"64,963 kbit/s",8120331.825,"186,910,077 KByte",1.91E+11,"425,351 kbit/s",53168929.8,0%,0,100%,9999
5/31/2025 4:00:00 AM - 5:00:00 AM,45808.125,"143,858,716 KByte",1.47E+11,"327,376 kbit/s",40921972.45,"24,107,284 KByte",24685858651,"54,860 kbit/s",6857544.885,"119,751,433 KByte",1.23E+11,"272,515 kbit/s",34064427.57,0%,0,100%,9999
5/31/2025 5:00:00 AM - 6:00:00 AM,45808.16667,"134,515,789 KByte",1.38E+11,"306,119 kbit/s",38264926.15,"22,163,430 KByte",22695352147,"50,438 kbit/s",6304702.312,"112,352,359 KByte",1.15E+11,"255,682 kbit/s",31960223.84,0%,0,100%,9999
5/31/2025 6:00:00 AM - 7:00:00 AM,45808.20833,"121,526,904 KByte",1.24E+11,"276,559 kbit/s",34569861.22,"21,795,523 KByte",22318615135,"49,600 kbit/s",6200011.427,"99,731,381 KByte",1.02E+11,"226,959 kbit/s",28369849.8,0%,0,100%,9999
5/31/2025 7:00:00 AM - 8:00:00 AM,45808.25,"128,791,973 KByte",1.32E+11,"293,092 kbit/s",36636501.8,"24,376,837 KByte",24961881249,"55,474 kbit/s",6934298.927,"104,415,136 KByte",1.07E+11,"237,618 kbit/s",29702202.87,0%,0,100%,9999
5/31/2025 8:00:00 AM - 9:00:00 AM,45808.29167,"160,988,100 KByte",1.65E+11,"366,360 kbit/s",45794969.38,"24,052,039 KByte",24629288420,"54,735 kbit/s",6841887.121,"136,936,061 KByte",1.40E+11,"311,625 kbit/s",38953082.26,0%,0,100%,9999
5/31/2025 9:00:00 AM - 10:00:00 AM,45808.33333,"203,784,080 KByte",2.09E+11,"463,754 kbit/s",57969275.13,"25,650,016 KByte",26265615994,"58,372 kbit/s",7296511.145,"178,134,065 KByte",1.82E+11,"405,382 kbit/s",50672763.98,0%,0,100%,9999
5/31/2025 10:00:00 AM - 11:00:00 AM,45808.375,"227,638,197 KByte",2.33E+11,"518,036 kbit/s",64754557.7,"24,322,340 KByte",24906076617,"55,350 kbit/s",6918796.65,"203,315,857 KByte",2.08E+11,"462,686 kbit/s",57835761.05,0%,0,100%,9999
5/31/2025 11:00:00 AM - 12:00:00 PM,45808.41667,"295,375,676 KByte",3.02E+11,"672,185 kbit/s",84023104.77,"27,774,377 KByte",28440962140,"63,206 kbit/s",7900750.085,"267,601,299 KByte",2.74E+11,"608,979 kbit/s",76122354.68,0%,0,100%,9999
5/31/2025 12:00:00 PM - 1:00:00 PM,45808.45833,"334,237,262 KByte",3.42E+11,"760,616 kbit/s",95076950.21,"29,964,931 KByte",30684089444,"68,190 kbit/s",8523808.047,"304,272,331 KByte",3.12E+11,"692,425 kbit/s",86553142.16,0%,0,100%,9999
5/31/2025 1:00:00 PM - 2:00:00 PM,45808.5,"358,393,189 KByte",3.67E+11,"815,603 kbit/s",101950314.6,"33,303,070 KByte",34102343473,"75,788 kbit/s",9473557.388,"325,090,119 KByte",3.33E+11,"739,814 kbit/s",92476757.24,0%,0,100%,9999
5/31/2025 2:00:00 PM - 3:00:00 PM,45808.54167,"376,201,008 KByte",3.85E+11,"856,128 kbit/s",107016015.7,"33,013,836 KByte",33806167713,"75,130 kbit/s",9391280.402,"343,187,173 KByte",3.51E+11,"780,998 kbit/s",97624735.33,0%,0,100%,9999
5/31/2025 3:00:00 PM - 4:00:00 PM,45808.58333,"386,848,374 KByte",3.96E+11,"880,349 kbit/s",110043595.7,"34,806,172 KByte",35641520142,"79,208 kbit/s",9901027.324,"352,042,202 KByte",3.60E+11,"801,141 kbit/s",100142568.4,0%,0,100%,9999
5/31/2025 4:00:00 PM - 5:00:00 PM,45808.625,"367,882,804 KByte",3.77E+11,"837,194 kbit/s",104649196.3,"33,220,340 KByte",34017627794,"75,600 kbit/s",9449971.052,"334,662,464 KByte",3.43E+11,"761,594 kbit/s",95199225.24,0%,0,100%,9999
